LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_STYLE
-80.298463,25.7703254,20211,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B282
-80.402806,25.6701305,20212,Update,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond4
-80.3125343,25.769133,20213,Update Boundary,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond4
-80.4629398,25.4962783,20214,SUE,2020 LONGITUDE PROJECTS_kmz_GMD4377_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S4
-80.1323271,25.7796682,20215,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E182
-80.476779,25.4668649,20216,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E182
-80.2012151,25.8001159,20218,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E182
-80.2732026,25.755489,20219,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E182
-80.3329946,25.7535643,20220,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E182
-80.2794518,25.970145,20221,Collect GPS,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star162
-80.2907641,25.3058991,20222,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B273
-80.2269882,25.9004274,20223,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square61
-80.1940873,25.9436405,20224,SUE,2020 LONGITUDE PROJECTS_kmz_GMD4377_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S5
-80.3599603,25.6103946,20225,SUE,2020 LONGITUDE PROJECTS_kmz_GMD4377_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S5
-80.4392736,25.6741604,20226,SUE,2020 LONGITUDE PROJECTS_kmz_GMD4377_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S5
-80.2357172,25.742321,20227,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B36
-80.3557663,25.8356286,20230,Top,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star28
-80.3458058,25.5456491,20231,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B250
-80.2379696,25.8163844,20232,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star150
-80.2882285,25.7360023,20233,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B261
-80.1489248,26.049775,20234,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B261
-80.3766694,25.5416219,20235,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B261
-80.273855,26.0522735,20236,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,m_ylw-pushpin8
-80.1608891,25.9595807,20237,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E17
-80.1722414,25.6906289,20240,Boundary Survey,,
-80.3297429,25.6448895,20241,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B27
-80.482964,25.4996401,20243,Update,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square6
-80.1790671,25.922787,20244,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star16
-80.2375696,25.7416949,20245,Miscellaneous,,
-80.4917908,25.5423268,20246,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star16
-80.3915023,25.6707,20248,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B28
-80.4978612,25.0211885,20249,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B28
-80.4657282,25.4847858,20250,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B28
-80.3911559,25.1606178,20251,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B28
-80.2827258,25.7252349,20253,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B28
-80.470641,25.5127954,20254,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B28
-80.4526228,25.4682342,20255,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star25
-80.3397038,25.6148429,20256,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star25
-80.3236575,25.7259885,20257,Topographic,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond13
-80.4879263,25.4800862,20258,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond13
-80.3506507,25.7012139,20259,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond13
-80.4762744,25.4547356,20260,Alta Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square8
-80.5127315,25.5544087,20261,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square8
-80.51273,25.55707,20261,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B262
-80.2343767,26.0146936,20263,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B262
-80.5122249,25.6251542,20264,stakeout,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star29
-80.1535057,25.7450765,20265,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star29
-80.2707794,25.3210315,20266,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B29
-80.2874072,25.3244737,20268,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B29
-80.163291,25.9721323,20269,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B29
-80.2013772,26.6132211,20270,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B29
-80.2895955,25.2995843,20271,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E18
-80.3247243,25.5806293,20273,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B39
-80.2562772,25.753119,20274,As-Built,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star18
-80.4404759,25.4874061,20275,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B25
-80.3061902,25.7022658,20276,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B25
-80.2153815,25.7878066,20277,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B25
-80.387331,25.5751454,20278,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B25
-80.22214,25.777629,20279,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B25
-80.237649,25.7412789,20280,Sketch,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin2
-80.2622123,25.6892227,20281,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square9
-80.1200127,25.8354826,20282,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond9
-80.1496964,26.3035075,20284,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square5
-80.2744888,25.8115177,20285,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B37
-80.2913527,25.2936506,20286,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E23
-80.1223308,26.3191209,20287,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square4
-80.2705437,25.3222084,20289,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B43
-80.2210086,25.7666933,20290,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B43
-80.3911066,25.5614587,20291,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B43
-80.1505227,25.9187624,20292,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B43
-80.1402657,25.8129169,20293,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B43
-80.4543029,25.4469724,20294,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B43
-80.1993264,25.7808239,20295,Final Survey,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star15
-80.2841071,25.2966427,20296,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E19
-80.3753104,25.722022,20297,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B34
-80.3276999,25.6853962,20298,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E15
-80.1294104,26.2806397,20299,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E15
-80.1262714,25.9771363,20300,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E15
-80.4664997,25.5644044,20301,Survey Limits:,,
-80.1282913,25.8587685,20302,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,m_ylw-pushpin
-80.3693905,25.1695921,20303,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,m_ylw-pushpin
-80.27422,25.3176524,20304,Stakeout,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin0
-80.2859114,25.3252746,20305,Elevation Certificate;,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E5
-80.2213545,26.0533133,20306,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B21
-80.3596222,25.9583323,20307,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B21
-80.2768569,25.7462991,20308,Elevation Certificate;,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E3
-80.4817951,25.4391913,20309,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B19
-80.2925315,25.7080659,20310,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B19
-80.3481289,25.5987644,20311,Topographic Survey,,
-80.2169705,26.1868871,20312,Boundary Survey;,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B24
-80.3765362,25.6923001,20313,Miscellaneous Surveying,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star10
-80.1467535,25.9267369,20314,Tentative Plat,,
-80.1222192,25.9425701,20315,Topographic Survey,,
-80.1880039,26.0423582,20317,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.238101,25.7302128,20318,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.2679224,25.7681679,20319,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.3782532,25.6601377,20320,Boundary Survey:,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.3782396,25.6601143,20321,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.5172194,25.4617304,20322,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.5172041,25.4608887,20322,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.2561117,25.6877907,20323,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.3904516,25.5645931,20324,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B8
-80.3028721,25.9991456,20325,Sketch,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin
-80.2958926,25.6916154,20326,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B26
-80.3850172,25.661376,20327,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B26
-80.1526035,25.9328515,20328,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B26
-80.3513896,25.5699934,20329,#¿NOMBRE?,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B26
-80.195004,25.8079367,20330,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B26
-80.2849628,25.7613599,20331,Setback Survey,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star2
-80.2937209,25.7112804,20333,stakeout,,
-80.2712584,25.3216031,20334,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E0
-80.4943487,25.0264121,20335,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B17
-80.2848443,25.3157663,20336,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E
-80.2859878,25.2930078,20337,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B12
-80.2814878,25.7482654,20338,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B12
-80.3196021,25.8876918,20339,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E2
-80.3272696,25.592928,20340,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B15
-80.2202131,25.7913313,20341,Boundary and Topographic,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B15
-80.4927791,25.4512322,20342,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B15
-80.4601725,25.7122859,20343,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B15
-80.4693277,25.4828743,20344,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B15
-80.088382,26.3001614,20345,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B15
-80.3449268,25.5995977,20346,Stakeout,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star13
-80.3709779,25.6718524,20347,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B6
-80.4444675,25.5622104,20348,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star8
-80.2420534,25.7346592,20349,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B10
-80.3535582,25.8021808,20350,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B10
-80.3255977,25.682876,20351,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B10
-80.2096242,25.7548702,20352,Engineering,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star7
-80.1872021,25.8201179,20353,#¿NOMBRE?,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B13
-80.283257,25.7284912,20354,Setback Survey,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star11
-80.2836067,25.2931135,20355,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B0
-80.2982587,25.6552496,20356,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B0
-80.23937,26.0515719,20357,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B0
-80.2733022,25.3310575,20358,Update Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond1
-80.2367275,25.7367591,20359,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B20
-80.2826229,25.3204614,20360,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B20
-80.3965344,25.4970671,20361,Sketch,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin4
-80.512298,25.472828,20362,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B18
-80.2767013,25.8083157,20364,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E4
-80.3641919,25.8268292,20365,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E4
-80.3368913,25.9368184,20366,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E4
-80.4280671,25.6273217,20367,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E4
-80.2880205,25.8559949,20368,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E4
-80.1563796,26.116863,20369,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E4
-80.1895174,25.7998307,20370,ALTA Survey,2020 LONGITUDE PROJECTS_kmz_GMD4408_tmp_png@SCALE=1.2,msn_square
-80.1842065,25.8266029,20371,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B22
-80.2767589,25.8085237,20372,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B22
-80.2726376,25.3206048,20373,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B22
-80.1228394,25.929399,20374,Sketch,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin5
-80.2316301,25.7399446,20375,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin5
-80.4847039,25.467101,20376,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4449_tmp_png_hs20x2@SCALE=1.1,msn_wht-pushpin5
-80.2643704,25.7467468,20377,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B32
-80.2767037,25.8082732,20378,#¿NOMBRE?,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond
-80.2580227,25.8264704,20379,Establish,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star6
-80.3310504,25.434475,20380,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond0
-80.4971702,25.5889568,20381,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B33
-80.3959341,25.6465977,20382,Collect Pavement,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star
-80.39555,25.646587,20382,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star
-80.4101516,25.1203784,20383,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B11
-80.2825288,25.3210777,20384,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD43A8_tmp_png_hs0_5x0@SCALE=1.2,msn_parks
-80.3174282,25.6710638,20385,Elevation Certificate,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E1
-80.2767789,25.808232,20386,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star4
-80.3239591,25.7863966,20387,SUE,2020 LONGITUDE PROJECTS_kmz_GMD4377_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S0
-80.3443639,25.6101242,20388,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B7
-80.4046899,26.0999791,20389,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B7
-80.3609709,25.8938036,20390,#¿NOMBRE?,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B7
-80.2877715,25.7367201,20391,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B7
-80.39486,25.1604973,20392,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B7
-80.2813434,25.9168589,20393,SUE,2020 LONGITUDE PROJECTS_kmz_GMD4377_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S1
-80.2945611,26.2808967,20394,Unknown Point Feature,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star1
-80.064648,26.7741604,20395,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star1
-80.2835991,25.849455,20396,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B3
-80.4095487,25.7209038,20401,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B3
-80.4521872,25.4703917,20402,Final Plat,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star5
-80.3355943,25.8206416,20403,Construction Stakeou,2020 LONGITUDE PROJECTS_kmz_GMD4387_tmp_png_hs32x1@SCALE=1.1,msn_ltblu-blank
-80.1838844,25.8654742,20404,Update,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond7
-80.1669951,25.6924528,20405,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B30
-80.2496656,25.7136282,20407,updated,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond2
-80.4072889,25.1375088,20411,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B23
-80.3854762,25.1653317,20412,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B23
-80.2968024,25.84736,20413,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B23
